 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,6005870,9,7,366,3968,209,0,40.66666667,75.52648542,1460,0,566.8571429,636.4043339,721.6273413,2.664060328,400391.3333,1457546.226,5665825,3,6005870,750733.75,1987500.644,5665825,3,308980,51496.66667,91088.33015,234096,48,0,0,0,0,204,152,1.498533934,1.165526393,0,1460,254.9411765,476.6389449,227184.6838,0,0,0,1,0,0,0,0,0,270.875,40.66666667,566.8571429,204,0,0,0,0,0,0,9,366,7,3968,8192,119,3,20,340042,0,340042,340042,5665825,0,5665825,5665825,0
1108,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,10300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,40,0,666666.6667,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,40,0,0,0,0,0,0,2,31,0,0,946,-1,0,20,0,0,0,0,0,0,0,0,0
80,62472,3,2,426,110,426,0,142,245.9512147,110,0,55,77.78174593,8579.84377,80.03585606,15618,15430.12152,28955,87,33658,16829,17271.79024,29042,4616,33517,33517,0,33517,33517,0,0,0,0,72,44,48.02151364,32.01434243,0,426,89.33333333,170.7005175,29138.66667,0,0,0,1,0,0,0,0,0,107.2,142,55,72,0,0,0,0,0,0,3,426,2,110,8192,16384,1,20,0,0,0,0,0,0,0,0,0
80,62792,3,2,426,654,426,0,142,245.9512147,654,0,327,462.4478349,17199.64327,79.62797809,15698,15786.89209,29370,3,33422,16711,17676.25532,29210,4212,33585,33585,0,33585,33585,0,0,0,0,72,44,47.77678685,31.85119123,0,654,180,288.0249989,82958.4,0,0,0,1,0,0,0,0,0,216,142,327,72,0,0,0,0,0,0,3,426,2,654,8192,16384,1,20,0,0,0,0,0,0,0,0,0
80,3675,2,0,0,0,0,0,0,0,0,0,0,0,0,544.2176871,3675,0,3675,3675,3675,3675,0,3675,3675,0,0,0,0,0,0,0,0,0,40,0,544.2176871,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,64130,-1,0,20,0,0,0,0,0,0,0,0,0
80,6735,2,0,0,0,0,0,0,0,0,0,0,0,0,296.956199,6735,0,6735,6735,6735,6735,0,6735,6735,0,0,0,0,0,0,0,0,0,40,0,296.956199,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,63586,-1,0,20,0,0,0,0,0,0,0,0,0
443,99670,7,4,308,155,226,0,44,82.7506294,110,0,38.75,52.02163012,4645.329588,110.3642019,9967,14788.71012,35415,1,99670,16611.66667,16502.41388,35559,48,56705,18901.66667,32261.77307,56153,1,0,0,0,0,152,88,70.23176482,40.13243704,0,226,38.58333333,68.02333601,4627.174242,0,0,0,1,0,0,0,0,0,42.09090909,44,38.75,152,0,0,0,0,0,0,7,308,4,155,8192,4606,3,20,0,0,0,0,0,0,0,0,0
1150,335,4,0,0,0,0,0,0,0,0,0,0,0,0,11940.29851,111.6666667,110.2739014,239,48,335,111.6666667,110.2739014,239,48,0,0,0,0,0,0,0,0,0,80,0,11940.29851,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80,0,0,0,0,0,0,4,0,0,0,4657,-1,0,20,0,0,0,0,0,0,0,0,0
443,3121168,8,7,315,5692,189,0,39.375,74.82730117,2256,0,813.1428571,899.7643078,1924.600022,4.805893178,222940.5714,674364.8989,2556037,41,3121168,445881.1429,935793.0804,2556037,226,476061,79343.5,111658.6867,287853,49,0,0,0,0,184,152,2.563143029,2.24275015,0,2256,375.4375,696.7643283,485480.5292,0,0,0,1,0,0,0,0,0,400.4666667,39.375,813.1428571,184,0,0,0,0,0,0,8,315,7,5692,8192,123,2,20,0,0,0,0,0,0,0,0,0
80,234094,3,4,426,2266,426,0,142,245.9512147,2266,0,566.5,1133,11499.65399,29.90251779,39015.66667,68098.02798,175041,4,204123,102061.5,103208.5987,175041,29082,205073,68357.66667,117505.4652,204040,4,0,0,0,0,72,84,12.81536477,17.08715302,0,2266,336.5,793.7590494,630053.4286,0,0,0,1,0,0,0,0,1,384.5714286,142,566.5,72,0,0,0,0,0,0,3,426,4,2266,8192,30016,1,20,0,0,0,0,0,0,0,0,0
80,5023,2,0,0,0,0,0,0,0,0,0,0,0,0,398.1684252,5023,0,5023,5023,5023,5023,0,5023,5023,0,0,0,0,0,0,0,0,0,40,0,398.1684252,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,64240,-1,0,20,0,0,0,0,0,0,0,0,0
443,577166,22,29,764,31594,205,0,34.72727273,65.67465396,1430,0,1089.448276,577.4588783,56063.59349,88.36279337,11543.32,52240.93282,366724,2,577166,27484.09524,78962.69788,366724,47,536589,19163.89286,76428.79055,403790,2,0,0,0,0,452,592,38.11728342,50.24550996,0,1430,622.2692308,682.2482187,465462.632,0,0,0,1,0,0,0,0,1,634.4705882,34.72727273,1089.448276,452,0,0,0,0,0,0,22,764,29,31594,8192,360,7,20,0,0,0,0,0,0,0,0,0
1140,244,2,0,0,0,0,0,0,0,0,0,0,0,0,8196.721311,244,0,244,244,244,244,0,244,244,0,0,0,0,0,0,0,0,0,40,0,8196.721311,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,360,-1,0,20,0,0,0,0,0,0,0,0,0
80,209025,3,5,427,2267,427,0,142.3333333,246.5285649,1460,0,453.4,662.3804043,12888.41048,38.27293386,29860.71429,54445.15977,149364,1,178828,89414,84782.10306,149364,29464,179649,44912.25,89174.84699,178673,1,0,0,0,0,72,112,14.3523502,23.92058366,0,1460,299.3333333,519.4677565,269846.75,0,0,0,1,0,0,0,0,1,336.75,142.3333333,453.4,72,0,0,0,0,0,0,3,427,5,2267,8192,237,1,20,0,0,0,0,0,0,0,0,0
80,3315,2,0,0,0,0,0,0,0,0,0,0,0,0,603.3182504,3315,0,3315,3315,3315,3315,0,3315,3315,0,0,0,0,0,0,0,0,0,40,0,603.3182504,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,0
80,64692,3,5,427,2267,427,0,142.3333333,246.5285649,1460,0,453.4,662.3804043,41643.47987,123.6628949,9241.714286,13884.04676,29431,1,34231,17115.5,17446.44561,29452,4779,35290,8822.5,16964.31919,34260,1,0,0,0,0,72,112,46.37358561,77.28930934,0,1460,299.3333333,519.4677565,269846.75,0,0,0,1,0,0,0,0,1,336.75,142.3333333,453.4,72,0,0,0,0,0,0,3,427,5,2267,8192,237,1,20,0,0,0,0,0,0,0,0,0
80,11456,2,0,0,0,0,0,0,0,0,0,0,0,0,174.5810056,11456,0,11456,11456,11456,11456,0,11456,11456,0,0,0,0,0,0,0,0,0,40,0,174.5810056,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,0
80,210129,3,4,436,860,436,0,145.3333333,251.7247174,860,0,215,430,6167.639878,33.31286971,35021.5,63716.24203,163014,3,186342,93171,98772.91784,163014,23328,186920,62306.66667,107543.5352,186487,3,0,0,0,0,72,92,14.27694416,19.03592555,0,860,162,320.6564695,102820.5714,0,0,0,1,0,0,0,0,1,185.1428571,145.3333333,215,72,0,0,0,0,0,0,3,436,4,860,8192,31,1,20,0,0,0,0,0,0,0,0,0
80,1328,2,0,0,0,0,0,0,0,0,0,0,0,0,1506.024096,1328,0,1328,1328,1328,1328,0,1328,1328,0,0,0,0,0,0,0,0,0,40,0,1506.024096,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0,0,0,0,0,0,0,0,0
80,60789,3,4,436,860,436,0,145.3333333,251.7247174,860,0,215,430,21319.64665,115.1524124,10131.5,11419.2316,23369,5,37096,18548,6880.148981,23413,13683,37420,12473.33333,21104.07682,36840,5,0,0,0,0,72,92,49.3510339,65.80137854,0,860,162,320.6564695,102820.5714,0,0,0,1,0,0,0,0,1,185.1428571,145.3333333,215,72,0,0,0,0,0,0,3,436,4,860,8192,31,1,20,0,0,0,0,0,0,0,0,0
80,3305,2,0,0,0,0,0,0,0,0,0,0,0,0,605.1437216,3305,0,3305,3305,3305,3305,0,3305,3305,0,0,0,0,0,0,0,0,0,40,0,605.1437216,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0,0,0,0,0,0,0,0,0
443,235777,6,7,983,3693,660,0,163.8333333,256.6074174,1460,0,527.5714286,659.4042405,19832.29916,55.13684541,19648.08333,24155.48053,71474,3,197328,39465.6,43996.47315,110403,414,197712,32952,42520.76796,109920,3,0,0,0,0,132,148,25.4477748,29.6890706,0,1460,334,517.8138959,268131.2308,0,0,0,1,0,0,0,0,1,359.6923077,163.8333333,527.5714286,132,0,0,0,0,0,0,6,983,7,3693,8192,34,3,20,0,0,0,0,0,0,0,0,0
443,4537,2,0,0,0,0,0,0,0,0,0,0,0,0,440.8199251,4537,0,4537,4537,4537,4537,0,4537,4537,0,0,0,0,0,0,0,0,0,40,0,440.8199251,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0,0,0,0,0,0,0,0,0
80,52686,3,4,436,860,436,0,145.3333333,251.7247174,860,0,215,430,24598.56508,132.8626201,8781,11616.68385,23755,3,28425,14212.5,13152.89324,23513,4912,29262,9754,16458.11359,28756,3,0,0,0,0,72,92,56.94112288,75.92149717,0,860,162,320.6564695,102820.5714,0,0,0,1,0,0,0,0,1,185.1428571,145.3333333,215,72,0,0,0,0,0,0,3,436,4,860,8192,31,1,20,0,0,0,0,0,0,0,0,0
80,4275,2,0,0,0,0,0,0,0,0,0,0,0,0,467.8362573,4275,0,4275,4275,4275,4275,0,4275,4275,0,0,0,0,0,0,0,0,0,40,0,467.8362573,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0,0,0,0,0,0,0,0,0
80,128197,3,2,427,110,427,0,142.3333333,246.5285649,110,0,55,77.78174593,4188.865574,39.00247276,32049.25,28660.78714,69842,131,99103,49551.5,28695.10029,69842,29261,99067,99067,0,99067,99067,0,0,0,0,72,44,23.40148365,15.6009891,0,427,89.5,171.0950028,29273.5,0,0,0,1,0,0,0,0,0,107.4,142.3333333,55,72,0,0,0,0,0,0,3,427,2,110,8192,16384,1,20,0,0,0,0,0,0,0,0,0
80,128063,3,2,427,654,427,0,142.3333333,246.5285649,654,0,327,462.4478349,8441.157868,39.04328338,32015.75,28663.53747,69768,33,98825,49412.5,28787.02417,69768,29057,99039,99039,0,99039,99039,0,0,0,0,72,44,23.42597003,15.61731335,0,654,180.1666667,288.196056,83056.96667,0,0,0,1,0,0,0,0,0,216.2,142.3333333,327,72,0,0,0,0,0,0,3,427,2,654,8192,16384,1,20,0,0,0,0,0,0,0,0,0
80,3629,2,0,0,0,0,0,0,0,0,0,0,0,0,551.1160099,3629,0,3629,3629,3629,3629,0,3629,3629,0,0,0,0,0,0,0,0,0,40,0,551.1160099,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,64130,-1,0,20,0,0,0,0,0,0,0,0,0
80,6432,2,0,0,0,0,0,0,0,0,0,0,0,0,310.9452736,6432,0,6432,6432,6432,6432,0,6432,6432,0,0,0,0,0,0,0,0,0,40,0,310.9452736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,63586,-1,0,20,0,0,0,0,0,0,0,0,0
443,582239,8,8,954,3883,631,0,119.25,220.0913771,1460,0,485.375,618.4443473,8307.58503,27.48012414,38815.93333,64383.64438,205294,3,543254,77607.71429,94442.3218,244556,354,543920,77702.85714,104026.5976,238715,3,0,0,0,0,172,168,13.74006207,13.74006207,0,1460,284.5294118,476.8780134,227412.6397,0,0,0,1,0,0,0,0,1,302.3125,119.25,485.375,172,0,0,0,0,0,0,8,954,8,3883,8192,34,3,20,0,0,0,0,0,0,0,0,0
443,6895,2,0,0,0,0,0,0,0,0,0,0,0,0,290.0652647,6895,0,6895,6895,6895,6895,0,6895,6895,0,0,0,0,0,0,0,0,0,40,0,290.0652647,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0,0,0,0,0,0,0,0,0
80,80453,3,5,427,2267,427,0,142.3333333,246.5285649,1460,0,453.4,662.3804043,33485.38898,99.43693834,11493.28571,14326.53356,29891,2,50572,25286,6595.892055,29950,20622,50562,12640.5,24646.52606,49605,2,0,0,0,0,72,112,37.28885188,62.14808646,0,1460,299.3333333,519.4677565,269846.75,0,0,0,1,0,0,0,0,1,336.75,142.3333333,453.4,72,0,0,0,0,0,0,3,427,5,2267,8192,237,1,20,0,0,0,0,0,0,0,0,0
80,74162,3,5,427,2267,427,0,142.3333333,246.5285649,1460,0,453.4,662.3804043,36325.88118,107.871956,10594.57143,13737.95676,29372,2,43633,21816.5,10878.83783,29509,14124,44790,11197.5,21537.28224,43496,2,0,0,0,0,72,112,40.4519835,67.41997249,0,1460,299.3333333,519.4677565,269846.75,0,0,0,1,0,0,0,0,1,336.75,142.3333333,453.4,72,0,0,0,0,0,0,3,427,5,2267,8192,237,1,20,0,0,0,0,0,0,0,0,0
443,145485,5,6,1230,613,662,0,246,318.4156089,445,0,102.1666667,176.1401904,12667.97264,75.60916933,14548.5,17711.77559,39233,1,106461,26615.25,18292.40648,43643,4294,106252,21250.4,29776.61587,62893,1,0,0,0,0,112,128,34.36780424,41.24136509,0,662,153.5833333,241.7427101,58439.53788,0,0,0,1,0,0,0,0,1,167.5454545,246,102.1666667,112,0,0,0,0,0,0,5,1230,6,613,8192,34,3,20,0,0,0,0,0,0,0,0,0
53,23769,1,1,43,91,43,43,43,0,91,91,91,0,5637.595187,84.14321175,23769,0,23769,23769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,42.07160587,42.07160587,43,91,59,27.71281292,768,0,0,0,0,0,0,0,0,1,88.5,43,91,20,0,0,0,0,0,0,1,43,1,91,-1,-1,0,20,0,0,0,0,0,0,0,0,0
80,104638,2,0,0,0,0,0,0,0,0,0,0,0,0,19.11351517,104638,0,104638,104638,104638,104638,0,104638,104638,0,0,0,0,0,0,0,0,0,40,0,19.11351517,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,0
80,105431,2,0,0,0,0,0,0,0,0,0,0,0,0,18.96975273,105431,0,105431,105431,105431,105431,0,105431,105431,0,0,0,0,0,0,0,0,0,40,0,18.96975273,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,0
443,101071,2,0,0,0,0,0,0,0,0,0,0,0,0,19.78806977,101071,0,101071,101071,101071,101071,0,101071,101071,0,0,0,0,0,0,0,0,0,40,0,19.78806977,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,254,-1,0,20,0,0,0,0,0,0,0,0,0
80,179487,4,4,427,2267,427,0,106.75,213.5,2267,0,566.75,1133.5,15009.44358,44.57147314,25641,43230.09207,118840,86,178654,59551.33333,51351.69228,118840,29109,150508,50169.33333,84827.34701,148119,919,0,0,0,0,92,92,22.28573657,22.28573657,0,2267,299.3333333,751.2667635,564401.75,0,0,0,1,0,0,0,0,1,336.75,106.75,566.75,92,0,0,0,0,0,0,4,427,4,2267,8192,237,1,20,0,0,0,0,0,0,0,0,0
53,104965,1,1,59,91,59,59,59,0,91,91,91,0,1429.047778,19.05397037,104965,0,104965,104965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,9.526985186,9.526985186,59,91,69.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,104.5,59,91,32,0,0,0,0,0,0,1,59,1,91,-1,-1,0,32,0,0,0,0,0,0,0,0,0
80,35665,2,0,0,0,0,0,0,0,0,0,0,0,0,56.07738679,35665,0,35665,35665,35665,35665,0,35665,35665,0,0,0,0,0,0,0,0,0,40,0,56.07738679,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,0
443,418361,7,7,315,5125,189,0,45,78.97467949,1689,0,732.1428571,763.4152275,13003.1241,33.46392231,32181.61538,63583.43232,228719,43,418361,69726.83333,98093.57211,261791,1538,383555,63925.83333,91694.08111,228719,89,0,0,0,0,164,152,16.73196115,16.73196115,0,1689,362.6666667,616.8896251,380552.8095,0,0,0,1,0,0,0,0,1,388.5714286,45,732.1428571,164,0,0,0,0,0,0,7,315,7,5125,8192,55,2,20,0,0,0,0,0,0,0,0,0
53,121628,1,1,51,149,51,51,51,0,149,149,149,0,1644.358207,16.44358207,121628,0,121628,121628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,8.221791035,8.221791035,51,149,83.66666667,56.58032638,3201.333333,0,0,0,0,0,0,0,0,1,125.5,51,149,20,0,0,0,0,0,0,1,51,1,149,-1,-1,0,20,0,0,0,0,0,0,0,0,0
53,61344,1,1,51,67,51,51,51,0,67,67,67,0,1923.578508,32.60302556,61344,0,61344,61344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16.30151278,16.30151278,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51,67,20,0,0,0,0,0,0,1,51,1,67,-1,-1,0,20,0,0,0,0,0,0,0,0,0
443,1130572,9,10,764,5723,357,0,84.88888889,134.9253909,2920,0,572.3,970.1387129,5737.803519,16.80565236,62809.55556,108833.5557,342712,81,787860,98482.5,121919.5922,296450,3770,1105985,122887.2222,222089.6511,593831,197,0,0,0,0,192,208,7.960572171,8.845080189,0,2920,324.35,720.0961394,518538.45,0,0,0,1,0,0,0,0,1,341.4210526,84.88888889,572.3,192,0,0,0,0,0,0,9,764,10,5723,8192,5144,3,20,0,0,0,0,0,0,0,0,0
443,194,3,0,53,0,53,0,17.66666667,30.59956427,0,0,0,0,273195.8763,15463.91753,97,135.764502,193,1,194,97,135.764502,193,1,0,0,0,0,0,0,0,0,0,60,0,15463.91753,0,0,53,13.25,26.5,702.25,0,0,0,0,1,0,0,0,0,17.66666667,17.66666667,0,60,0,0,0,0,0,0,3,53,0,0,63904,-1,1,20,0,0,0,0,0,0,0,0,0
53,23605,1,1,45,77,45,45,45,0,77,77,77,0,5168.396526,84.7278119,23605,0,23605,23605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,42.36390595,42.36390595,45,77,55.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,83.5,45,77,14,0,0,0,0,0,0,1,45,1,77,-1,-1,0,14,0,0,0,0,0,0,0,0,0
443,1239970,8,11,764,5723,357,0,95.5,140.1692854,1460,0,520.2727273,671.1984939,5231.578183,15.32295136,68887.22222,129787.9453,496215,49,743755,106250.7143,106693.1567,241842,8920,1215527,121552.7,241959.7356,703403,49,0,0,0,0,172,228,6.451768994,8.871182367,0,1460,324.35,542.3647321,294159.5026,0,0,0,1,0,0,0,0,1,341.4210526,95.5,520.2727273,172,0,0,0,0,0,0,8,764,11,5723,8192,5144,3,20,0,0,0,0,0,0,0,0,0
443,59207,3,0,53,0,53,0,17.66666667,30.59956427,0,0,0,0,895.1644231,50.66968433,29603.5,41796.37473,59158,49,59207,29603.5,41796.37473,59158,49,0,0,0,0,0,0,0,0,0,60,0,50.66968433,0,0,53,13.25,26.5,702.25,0,0,0,0,1,0,0,0,0,17.66666667,17.66666667,0,60,0,0,0,0,0,0,3,53,0,0,62897,-1,1,20,0,0,0,0,0,0,0,0,0
443,5311525,8,8,362,5202,205,0,45.25,77.90241148,1460,0,650.25,626.1906944,1047.53343,3.012317555,354101.6667,1286155.048,4998668,3,5311525,758789.2857,1871717.355,4998668,3,289706,41386.57143,82747.32061,225742,47,0,0,0,0,184,172,1.506158777,1.506158777,0,1460,327.2941176,522.3266177,272825.0956,0,0,0,1,0,0,0,0,1,347.75,45.25,650.25,184,0,0,0,0,0,0,8,362,8,5202,8192,946,3,20,0,0,0,0,0,0,0,0,0
443,5331378,8,5,356,3493,199,0,44.5,76.15397935,1791,0,698.6,859.88883,721.9521857,2.438393976,444281.5,1452531.16,5053370,48,5331378,761625.4286,1894097.141,5053370,48,58049,14512.25,16359.4871,33025,218,0,0,0,0,172,112,1.500550139,0.937843837,0,1791,274.9285714,581.5154557,338160.2253,0,0,0,1,0,0,0,0,0,296.0769231,44.5,698.6,172,0,0,0,0,0,0,8,356,5,3493,8192,946,3,20,277960,0,277960,277960,5053370,0,5053370,5053370,0
443,5311938,9,7,362,5202,205,0,40.22222222,74.41568682,2920,0,743.1428571,1042.814689,1047.451985,3.012083349,354129.2,1285640.806,4996939,16,5311938,663992.25,1752740.61,4996939,48,291712,48618.66667,87352.9251,223342,80,0,0,0,0,204,152,1.694296884,1.317786465,0,2920,327.2941176,734.3535222,539275.0956,0,0,0,1,0,0,0,0,0,347.75,40.22222222,743.1428571,204,0,0,0,0,0,0,9,362,7,5202,8192,946,3,20,0,0,0,0,0,0,0,0,0
1128,48,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,645833.3333,41666.66667,48,0,48,48,48,48,0,48,48,0,0,0,0,0,1,0,0,0,40,0,41666.66667,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,40,0,0,0,0,0,0,2,31,0,0,946,-1,0,20,0,0,0,0,0,0,0,0,0
1123,1,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,31000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,40,0,2000000,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,40,0,0,0,0,0,0,2,31,0,0,946,-1,0,20,0,0,0,0,0,0,0,0,0
1127,47,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,659574.4681,42553.19149,47,0,47,47,47,47,0,47,47,0,0,0,0,0,1,0,0,0,40,0,42553.19149,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,40,0,0,0,0,0,0,2,31,0,0,946,-1,0,20,0,0,0,0,0,0,0,0,0
443,926421,7,6,319,3432,193,0,45.57142857,80.19529733,1460,0,572,695.9252833,4048.915126,14.0324971,77201.75,163400.8549,555104,75,926421,154403.5,216331.5003,555104,486,347302,69460.4,94923.30862,224531,228,0,0,0,0,164,132,7.555959979,6.476537125,0,1460,267.9285714,513.8683555,264060.6868,0,0,0,1,0,0,0,0,0,288.5384615,45.57142857,572,164,0,0,0,0,0,0,7,319,6,3432,8192,60,2,20,0,0,0,0,0,0,0,0,0
53,48352,1,1,101,165,101,101,101,0,165,165,165,0,5501.323627,41.36333554,48352,0,48352,48352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.68166777,20.68166777,101,165,122.3333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,183.5,101,165,0,0,0,0,0,0,0,1,101,1,165,-1,-1,0,0,0,0,0,0,0,0,0,0,0
53,49544,1,1,42,70,42,42,42,0,70,70,70,0,2260.616825,40.3681576,49544,0,49544,49544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,20.1840788,20.1840788,42,70,51.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,77,42,70,32,0,0,0,0,0,0,1,42,1,70,-1,-1,0,32,0,0,0,0,0,0,0,0,0
53,76744,1,1,50,105,50,50,50,0,105,105,105,0,2019.701866,26.06066924,76744,0,76744,76744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,13.03033462,13.03033462,50,105,68.33333333,31.75426481,1008.333333,0,0,0,0,0,0,0,0,1,102.5,50,105,20,0,0,0,0,0,0,1,50,1,105,-1,-1,0,20,0,0,0,0,0,0,0,0,0
443,896043,8,9,646,4131,324,0,80.75,123.6951899,1871,0,459,701.4329975,5331.217363,18.97230378,56002.6875,131984.7869,504948,1,870806,124400.8571,188981.9908,504960,616,871048,108881,187052.1488,530181,1,0,0,0,0,184,192,8.928142957,10.04416083,0,1871,265.3888889,527.128753,277864.7222,0,0,0,1,0,0,0,0,1,281,80.75,459,184,0,0,0,0,0,0,8,646,9,4131,8192,33,3,20,0,0,0,0,0,0,0,0,0
443,15138,2,0,0,0,0,0,0,0,0,0,0,0,0,132.1178491,15138,0,15138,15138,15138,15138,0,15138,15138,0,0,0,0,0,0,0,0,0,40,0,132.1178491,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,254,-1,0,20,0,0,0,0,0,0,0,0,0
443,868178,8,9,661,5446,336,0,82.625,127.4799004,1460,0,605.1111111,656.3530766,7034.271774,19.58123795,54261.125,109782.5485,405378,1,815800,116542.8571,159963.5108,405378,346,817562,102195.25,166157.5952,457864,1,0,0,0,0,184,192,9.214700211,10.36653774,0,1460,339.2777778,533.4809998,284601.9771,0,0,0,1,0,0,0,0,1,359.2352941,82.625,605.1111111,184,0,0,0,0,0,0,8,661,9,5446,8192,40,3,20,0,0,0,0,0,0,0,0,0
443,64791,2,0,0,0,0,0,0,0,0,0,0,0,0,30.86848482,64791,0,64791,64791,64791,64791,0,64791,64791,0,0,0,0,0,0,0,0,0,40,0,30.86848482,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,254,-1,0,20,0,0,0,0,0,0,0,0,0
